latitude,longitude,soil_moisture_percent,soil_temperature_c,soil_moisture_change_percent,rainfall_mm_today,rainfall_forecast_next_3days_mm
14.121780831931538,75.68138368310014,37.942952298543716,25.369188802897757,2.8489000608271864,4.553765936238809,22.349828822435242
18.155000144869412,75.49810443304132,58.789876534681724,26.678449166920565,0.7705240324815232,7.858503892231083,14.81033410268278
16.623957592679837,74.79269260626288,69.59420713592304,24.436665424604225,2.7408782202712407,8.386447979118323,22.07134584325076
15.690609389379256,76.7327000154567,31.59626485557139,30.30113238662583,0.3261249083463875,3.8681172714090275,17.71346708076323
12.592130483097055,76.14480872228883,75.68461592550383,26.242251051768257,-3.377591890912371,12.02539830324821,12.481870107112808
12.591961642353418,77.89565446545802,48.07173448422306,20.0,-5.579675841948497,3.7345609869764917,21.74853810422639
11.906585285177396,74.14449311216926,35.374679225922286,35.0,-1.315013536442649,4.258527698167649,23.30159709406808
17.563233020424548,76.89740567399807,61.36632170312275,26.288196584535054,-3.8313810170347846,3.39522333507341,5.88525932985986
15.707805082202462,77.43326995330203,43.30318282617428,26.27022722354257,-0.5985955731548497,7.130365063212016,13.962829804755128
16.456508044572317,77.41768956134739,48.77394985952759,33.0148350779811,-2.459385017437148,5.268363496416207,19.379824084172036
11.644091460070618,77.98733285192986,43.93582633681881,24.375245647607453,2.09540506282024,3.170485113066058,1.975735785558677
18.28936896513396,77.28065184273272,37.7489310220265,31.4098176595995,0.24477512228617138,5.482515045878833,4.8539350518651645
17.327098485602953,78.17514527741463,60.859955486028554,26.237672669727935,2.237471681286242,7.394423796918531,16.75103020580176
12.986373774747934,75.496954699194,45.70547895658719,24.028613666209424,2.2119236163728053,6.202856631166526,17.450133145902665
12.772774770449704,76.26444237538195,28.45022311731131,33.11715328413441,-0.8983652185821482,3.039090484912733,21.120941461947233
12.783831568974037,74.063358484773,58.265901863238994,30.769290841187583,-0.5916817246066026,5.929502510728348,8.60239818616886
13.629695700716765,74.03130914286481,31.91626473464367,30.76000295354513,2.508022441606807,2.4383673392472165,6.347666977049027
15.173295021425664,75.08056979203184,32.701097409871124,29.102966640366322,10.0,3.8710989624414682,10.045803758469457
14.523615130494811,74.45363238712588,67.88909307465974,29.79730489923304,-4.945655734677913,2.6023709155467323,24.222619724322442
13.538603981386293,75.1709511557109,32.05490151184682,24.30352592575587,0.2087574399472988,4.833641756978889,15.485012775800106
15.782970263056656,74.79669482537778,20.0,28.334832571733983,-5.9785417361201985,7.658511794132321,11.275040343748369
12.476457024564294,74.12834011177392,59.342922274422435,25.213710998647464,-0.10456174778955767,15.790121485850001,17.55965159880105
13.545012539746526,78.09186865882722,45.442048557783046,23.833178442810837,-3.370304518271871,11.763669134369406,40.45943756073889
14.064532903055841,74.03700409125001,46.73517318292826,29.232859992124094,-0.5995320552608014,17.054280599436396,16.896103169956348
14.692489889519251,77.31236964951688,45.282494099747,31.474448666978635,0.7765516697392928,9.402079532908175,43.07135155900003
16.996231729751095,74.68466549113782,53.4750490852809,26.849893527315807,-2.4469555621198067,12.786978311135949,29.064693578703697
12.897716475108519,78.1050332989982,38.70921137145398,27.363961322996374,-8.918793380936913,0.12605566711469476,11.721862077600624
15.09964106889528,78.01758172815448,72.14172311848647,24.58554806475088,7.127678385764034,20.638113947744817,15.342157164073967
15.646901982034297,76.94255515866166,27.856542795359022,28.021651438263692,4.196384898996548,4.60667026665997,8.72160356075071
11.825152889039984,77.02505367410272,56.67312375015685,30.28022833716524,-0.6527961445543244,20.800700516761555,11.37815373432899
15.752813963310068,74.0240261388636,59.63181505814876,30.374583210183317,-4.473664991052808,15.152170057404444,9.37201613307691
12.693668865811041,78.43192204751121,38.60522358749933,29.6355285268928,0.425122951415138,5.638238140391398,9.918712904164824
11.955361150896957,77.95024671609116,34.643983320832724,26.144706498416394,1.804944125207042,0.6509785200274347,14.85270088395858
18.142198760773333,78.02797801578541,65.25761321255234,26.049612869718544,3.8500590787980427,9.540764862791598,16.93657755823533
18.259424231521916,76.96660041672892,35.13708868974928,30.3862134197228,4.311110822003929,0.19704157777235964,14.975165735878397
